Well;Date_;Pump_Type;Rig_Type;Work_Done;Notes
X-9505;18.02.1979;PCP;RP;Work#9;
X-9370;25.02.1979;PCP;ID;Work#2;
X-7046;18.02.1979;SRP;RP;Work#10;
X-8217;19.02.1979;PCP;ID;Work#3;
X-5308;18.02.1979;SRP;RP;Work#8;
X-6212;26.02.1979;PCP;ID;Work#8;
X-1751;18.02.1979;PCP;RP;Work#8;
X-9983;17.02.1979;SRP;RP;Work#2;
X-6999;18.02.1979;SRP;RP;Work#9;
X-4032;17.02.1979;SRP;RP;Work#8;
X-286;21.02.1979;SRP;RP;Work#2;
X-128;23.02.1979;PCP;ID;Work#6;
X-8488;16.02.1979;SRP;RP;Work#4;
X-5227;17.02.1979;SRP;RP;Work#8;
X-1872;16.02.1979;PCP;RP;Work#2;
X-595;20.02.1979;PCP;ID;Work#9;
X-727;16.02.1979;PCP;RP;Work#5;
X-7140;18.02.1979;PCP;ID;Work#4;
X-4190;16.02.1979;SRP;ID;Work#7;
X-4032;15.02.1979;SRP;RP;Work#7;
X-8217;16.02.1979;PCP;RP;Work#4;
X-6464;16.02.1979;PCP;RP;Work#10;
X-7398;16.02.1979;SRP;RP;Work#3;
X-5308;16.02.1979;SRP;RP;Work#4;
X-2035;14.02.1979;ENJ;ID;Work#9;
X-483;14.02.1979;SRP;RP;Work#8;
X-5842;15.02.1979;SRP;RP;Work#8;
X-6133;15.02.1979;PCP;ID;Work#3;
X-4715;14.02.1979;PCP;RP;Work#3;
X-581;15.02.1979;SRP;RP;Work#6;
X-3292;28.02.1979;PCP;ID;Work#1;
X-9370;16.02.1979;PCP;RP;Work#4;
X-1683;16.02.1979;PCP;RP;Work#1;
X-9983;14.02.1979;SRP;RP;Work#3;
X-6772;17.02.1979;PCP;ID;Work#6;
X-6212;16.02.1979;PCP;RP;Work#2;
X-8284;17.02.1979;PCP;ID;Work#1;
X-4190;14.02.1979;SRP;RP;Work#2;
X-8284;13.02.1979;PCP;RP;Work#7;
X-7140;14.02.1979;PCP;RP;Work#9;
X-595;14.02.1979;PCP;RP;Work#7;
X-10467;14.02.1979;SRP;RP;Work#10;
X-5308;13.02.1979;SRP;RP;Work#4;
X-3835;13.02.1979;SRP;RP;Work#2;
X-3394;17.02.1979;SRP;RP;Work#2;
X-4032;13.02.1979;SRP;RP;Work#6;
X-7249;12.02.1979;PCP;RP;Work#9;
X-4344;18.02.1979;PCP;ID;Work#4;
X-4602;12.02.1979;SRP;ID;Work#3;
X-97;17.02.1979;SRP;RP;Work#3;
X-6649;13.02.1979;SRP;RP;Work#5;
X-2826;13.02.1979;SRP;RP;Work#4;
X-581;12.02.1979;SRP;RP;Work#1;
X-1751;12.02.1979;PCP;RP;Work#7;
X-6464;12.02.1979;PCP;RP;Work#4;
X-9370;12.02.1979;PCP;RP;Work#10;
X-7837;12.02.1979;PCP;RP;Work#4;
X-3292;12.02.1979;PCP;RP;Work#4;
X-6212;12.02.1979;PCP;RP;Work#6;
X-1683;11.02.1979;PCP;RP;Work#9;
X-5227;11.02.1979;SRP;RP;Work#2;
X-6772;12.02.1979;PCP;RP;Work#10;
X-10937;12.02.1979;SRP;RP;Work#6;
X-8545;13.02.1979;PCP;ID;Work#7;
X-4456;10.02.1979;SRP;RP;Work#5;
X-3073;10.02.1979;ENJ;ID;Work#7;
X-8217;10.02.1979;PCP;RP;Work#3;
X-4344;10.02.1979;PCP;RP;Work#7;
X-3884;11.02.1979;SRP;RP;Work#2;
X-3716;11.02.1979;SRP;RP;Work#5;
X-7046;9.02.1979;SRP;RP;Work#7;
X-4896;9.02.1979;SRP;RP;Work#2;
X-6133;12.02.1979;PCP;RP;Work#9;
X-9516;8.02.1979;PCP;RP;Work#10;
X-7070;13.02.1979;SRP;ID;Work#7;
X-263;8.02.1979;PCP;ID;Work#8;
X-1971;8.02.1979;SRP;RP;Work#10;
X-4896;7.02.1979;SRP;RP;Work#6;
X-3978;8.02.1979;SRP;RP;Work#8;
X-469;7.02.1979;SRP;RP;Work#10;
X-4932;10.02.1979;PCP;RP;Work#5;
X-3884;7.02.1979;SRP;RP;Work#2;
X A-4494;1.03.1979;PCP;ID;Work#5;
X-6999;8.02.1979;SRP;RP;Work#5;
X-8488;7.02.1979;SRP;RP;Work#1;
X-9802;12.02.1979;PCP;ID;Work#9;
X-1862;2.03.1979;PCP;ID;Work#7;
X-4344;7.02.1979;PCP;RP;Work#2;
X-7070;5.02.1979;SRP;RP;Work#8;
X-4602;5.02.1979;SRP;RP;Work#5;
X-8665;5.02.1979;SRP;RP;Work#7;
X-4872;6.02.1979;SRP;RP;Work#10;
X-4122;9.02.1979;SRP;RP;Work#4;
X-955;17.02.1979;SRP;ID;Work#10;
X-8556;6.02.1979;SRP;RP;Work#8;
X-3572;9.02.1979;SRP;RP;Work#2;
X-7534;15.02.1979;PCP;RP;Work#4;
X-4121;4.02.1979;SRP;RP;Work#9;
X-9802;4.02.1979;PCP;RP;Work#7;
X-6133;7.02.1979;PCP;RP;Work#8;
X-3716;7.02.1979;SRP;RP;Work#9;
X-391;5.02.1979;PCP;RP;Work#7;
X-8003;5.02.1979;SRP;RP;Work#2;
X-263;5.02.1979;PCP;RP;Work#10;
X A-4494;5.02.1979;PCP;RP;Work#4;
X-7249;4.02.1979;PCP;ID;Work#10;
X-6999;3.02.1979;SRP;RP;Work#10;
X-8237;3.02.1979;PCP;RP;Work#10;
X-7837;3.02.1979;PCP;RP;Work#6;
X-8556;3.02.1979;SRP;RP;Work#5;
X-3572;3.02.1979;SRP;RP;Work#3;
X-7070;3.02.1979;SRP;RP;Work#6;
X-4602;3.02.1979;SRP;RP;Work#10;
X-6133;2.02.1979;PCP;RP;Work#5;
X-8545;3.02.1979;PCP;RP;Work#4;
X-307;2.02.1979;SRP;RP;Work#2;
X-520;3.02.1979;SRP;ID;Work#10;
X-6999;1.02.1979;SRP;RP;Work#9;
X-3716;1.02.1979;SRP;RP;Work#9;
X-8237;1.02.1979;PCP;RP;Work#7;
X-7249;1.02.1979;PCP;RP;Work#4;
X-8556;1.02.1979;SRP;RP;Work#10;
X-4344;2.02.1979;PCP;RP;Work#3;
X-9516;2.02.1979;PCP;ID;Work#4;
X-727;5.02.1979;PCP;ID;Work#9;
X-4032;1.02.1979;SRP;RP;Work#10;
X-1862;4.02.1979;PCP;RP;Work#8;
X-8488;1.02.1979;SRP;RP;Work#8;
X-7070;30.01.1979;SRP;RP;Work#3;
X-2692;30.01.1979;SRP;RP;Work#6;
X-1111;30.01.1979;SRP;RP;Work#8;
X-7103;30.01.1979;SRP;RP;Work#2;
X-8421;2.02.1979;SRP;RP;Work#6;
X-7534;1.02.1979;PCP;RP;Work#4;
X-528;2.02.1979;PCP;RP;Work#1;
X-3572;29.01.1979;SRP;GD;Work#6;
X-4122;29.01.1979;SRP;GD;Work#3;
X-6999;29.01.1979;SRP;RP;Work#9;
X-3835;29.01.1979;SRP;RP;Work#3;
X-4344;29.01.1979;PCP;ID;Work#10;
X-2186;28.01.1979;SRP;ID;Work#4;
X-727;29.01.1979;PCP;RP;Work#5;
X-8237;29.01.1979;PCP;RP;Work#7;
X-8003;29.01.1979;SRP;RP;Work#10;
X-8290;28.01.1979;SRP;RP;Work#2;
X-9802;2.02.1979;PCP;RP;Work#1;
X-2826;27.01.1979;SRP;GD;Work#4;
X-8488;28.01.1979;SRP;RP;Work#4;
X-1491;28.01.1979;SRP;RP;Work#1;
X-9516;29.01.1979;PCP;RP;Work#9;
X-8556;29.01.1979;SRP;RP;Work#5;
X-8471;28.01.1979;PCP;ID;Work#9;
X-4602;29.01.1979;SRP;RP;Work#5;
X-6464;27.01.1979;PCP;RP;Work#1;
X-5842;27.01.1979;SRP;RP;Work#6;
X-520;29.01.1979;SRP;RP;Work#10;
X-528;26.01.1979;PCP;RP;Work#4;
X-128;25.01.1979;PCP;RP;Work#9;
X-1971;25.01.1979;SRP;RP;Work#3;
X-4190;25.01.1979;SRP;RP;Work#5;
X-3716;27.01.1979;SRP;ID;Work#10;
X-9655;27.01.1979;SRP;RP;Work#9;
X-4896;26.01.1979;SRP;RP;Work#7;
X-8556;24.01.1979;SRP;GD;Work#4;
X-8471;25.01.1979;PCP;RP;Work#5;
X-9802;26.01.1979;PCP;RP;Work#4;
X-4344;26.01.1979;PCP;RP;Work#3;
X-8290;26.01.1979;SRP;RP;Work#7;
X-9312;23.01.1979;SRP;GD;Work#5;
X-5227;27.01.1979;SRP;RP;Work#5;
X-8545;27.01.1979;PCP;ID;Work#3;
X-7111;23.01.1979;SRP;RP;Work#9;
X-4122;24.01.1979;SRP;RP;Work#7;
X-4872;23.01.1979;SRP;RP;Work#1;
X-520;24.01.1979;SRP;RP;Work#1;
X-968;22.01.1979;SRP;RP;Work#6;
X-8112;26.01.1979;PCP;RP;Work#10;
X-3716;23.01.1979;SRP;RP;Work#9;
X-5256;23.01.1979;PCP;ID;Work#7;
X-4032;21.01.1979;SRP;RP;Work#9;
X-8556;21.01.1979;SRP;RP;Work#5;
X-5308;22.01.1979;SRP;RP;Work#9;
X-8284;22.01.1979;PCP;RP;Work#2;
X-2826;22.01.1979;SRP;RP;Work#10;
X-8290;22.01.1979;SRP;RP;Work#1;
X-8471;22.01.1979;PCP;RP;Work#6;
X-6772;27.01.1979;SRP;RP;Work#1;
X-5842;21.01.1979;SRP;GD;Work#7;
X-3716;20.01.1979;SRP;RP;Work#5;
X-4344;22.01.1979;PCP;RP;Work#10;
X-9802;22.01.1979;PCP;RP;Work#7;
X-787;20.01.1979;SRP;RP;Work#2;
X-4122;20.01.1979;SRP;RP;Work#10;
X-3572;25.01.1979;SRP;RP;Work#7;
X-2692;19.01.1979;SRP;RP;Work#3;
X-9370;19.01.1979;SRP;ID;Work#6;
X-8545;19.01.1979;PCP;RP;Work#9;
X-2826;19.01.1979;SRP;RP;Work#9;
X-1971;19.01.1979;SRP;RP;Work#10;
X-9655;19.01.1979;SRP;RP;Work#7;
X-6499;20.01.1979;PCP;ID;Work#2;
X-97;19.01.1979;SRP;RP;Work#5;
X-1665;18.01.1979;SRP;RP;Work#8;
X-4121;18.01.1979;SRP;RP;Work#10;
X-4122;18.01.1979;SRP;RP;Work#4;
X-8112;19.01.1979;PCP;ID;Work#3;
X-2212;19.01.1979;SRP;RP;Work#10;
X-520;20.01.1979;SRP;RP;Work#2;
X-3003;21.01.1979;PCP;ID;Work#1;
X-6772;17.01.1979;SRP;ID;Work#1;
X-3848;17.01.1979;PCP;ID;Work#3;
X-4872;17.01.1979;SRP;RP;Work#8;
X-3394;17.01.1979;SRP;RP;Work#4;
X-968;18.01.1979;SRP;ID;Work#6;
X-7837;19.01.1979;PCP;RP;Work#1;
X-8560;18.01.1979;PCP;RP;Work#10;
X-5256;19.01.1979;PCP;RP;Work#2;
X-520;16.01.1979;SRP;RP;Work#9;
X-6772;16.01.1979;SRP;RP;Work#6;
X-8545;16.01.1979;PCP;RP;Work#7;
X-528;16.01.1979;PCP;RP;Work#7;
X-3862;18.01.1979;PCP;ID;Work#6;
X-7454;15.01.1979;SRP;GD;Work#7;
X-3862;15.01.1979;PCP;RP;Work#9;
X-5227;15.01.1979;SRP;RP;Work#2;
X-4190;15.01.1979;SRP;RP;Work#1;
X-968;15.01.1979;SRP;RP;Work#9;
X-3716;16.01.1979;SRP;RP;Work#9;
X-8112;16.01.1979;PCP;RP;Work#9;
X-1971;16.01.1979;SRP;RP;Work#10;
X-3003;16.01.1979;PCP;RP;Work#7;
X-10272;15.01.1979;SRP;ID;Work#7;
X-9312;15.01.1979;SRP;RP;Work#1;
X-3572;17.01.1979;SRP;RP;Work#5;
X-8290;17.01.1979;SRP;ID;Work#10;
X-6499;16.01.1979;PCP;RP;Work#6;
X-6649;16.01.1979;SRP;RP;Work#5;
X-8421;16.01.1979;SRP;RP;Work#4;
X-7127;16.01.1979;SRP;RP;Work#2;
X-5256;15.01.1979;PCP;RP;Work#4;
X-97;15.01.1979;SRP;RP;Work#4;
X-8556;13.01.1979;SRP;GD;Work#3;
X-5069;14.01.1979;PCP;ID;Work#9;
X-29;14.01.1979;SRP;RP;Work#1;
X-4122;13.01.1979;SRP;RP;Work#8;
X-7879;14.01.1979;SRP;RP;Work#10;
X-1683;16.01.1979;PCP;RP;Work#8;
X-5842;12.01.1979;SRP;RP;Work#9;
X-1665;13.01.1979;SRP;RP;Work#5;
X-10272;12.01.1979;SRP;RP;Work#4;
X-968;12.01.1979;SRP;RP;Work#7;
X-7837;13.01.1979;PCP;ID;Work#3;
X-2826;13.01.1979;SRP;RP;Work#10;
X-7454;12.01.1979;SRP;RP;Work#8;
X-1802;12.01.1979;PCP;RP;Work#1;
X-8545;11.01.1979;PCP;RP;Work#6;
X-3572;11.01.1979;SRP;RP;Work#9;
X-1802;10.01.1979;PCP;RP;Work#6;
X-10440;10.01.1979;PCP;RP;Work#4;
X-5308;11.01.1979;SRP;RP;Work#5;
X-1665;10.01.1979;SRP;RP;Work#10;
X-968;10.01.1979;SRP;RP;Work#5;
X-955;12.01.1979;SRP;RP;Work#4;
X-6999;10.01.1979;SRP;RP;Work#9;
X-5069;11.01.1979;PCP;RP;Work#5;
X-8556;11.01.1979;SRP;RP;Work#2;
X-7879;11.01.1979;SRP;RP;Work#6;
X-4424;9.01.1979;SRP;ID;Work#8;
X-1683;9.01.1979;PCP;ID;Work#10;
X-9516;9.01.1979;PCP;RP;Work#10;
X-8421;10.01.1979;SRP;RP;Work#9;
X-2826;9.01.1979;SRP;RP;Work#10;
X-3003;10.01.1979;PCP;ID;Work#4;
X-3525;11.01.1979;PCP;ID;Work#2;
X-391;10.01.1979;PCP;ID;Work#9;
X-5065;12.01.1979;PCP;ID;Work#1;
X-1643;14.01.1979;PCP;ID;Work#1;
X-9505;12.01.1979;PCP;ID;Work#8;
X-3572;8.01.1979;SRP;RP;Work#2;
X-8545;8.01.1979;PCP;ID;Work#6;
X-2826;7.01.1979;SRP;RP;Work#1;
X-1665;7.01.1979;SRP;RP;Work#2;
X-9505;7.01.1979;PCP;RP;Work#10;
X-8556;8.01.1979;SRP;RP;Work#9;
X-2392;7.01.1979;SRP;RP;Work#4;
X-7263;6.01.1979;PCP;RP;Work#5;
X-8290;6.01.1979;SRP;RP;Work#9;
X-968;6.01.1979;SRP;RP;Work#5;
X-3527;6.01.1979;SRP;RP;Work#5;
X-3003;7.01.1979;PCP;RP;Work#1;
X-5069;6.01.1979;PCP;RP;Work#3;
X-391;7.01.1979;PCP;RP;Work#6;
X-7837;7.01.1979;PCP;RP;Work#3;
X-5065;7.01.1979;PCP;RP;Work#9;
X-2826;5.01.1979;SRP;RP;Work#7;
X-6499;6.01.1979;PCP;ID;Work#1;
X-7127;7.01.1979;SRP;RP;Work#2;
X-3572;5.01.1979;SRP;RP;Work#5;
X-1802;7.01.1979;PCP;RP;Work#7;
X-9242;8.01.1979;PCP;RP;Work#1;
X-7046;5.01.1979;SRP;RP;Work#2;
X-8919;5.01.1979;SRP;RP;Work#1;
X-10272;5.01.1979;SRP;RP;Work#3;
X-4344;4.01.1979;PCP;ID;Work#7;
X-7860;3.01.1979;SRP;RP;Work#9;
X-6499;3.01.1979;PCP;RP;Work#3;
X-3835;3.01.1979;SRP;RP;Work#3;
X-3525;7.01.1979;PCP;RP;Work#8;
X-1643;7.01.1979;PCP;RP;Work#9;
X-1683;4.01.1979;PCP;RP;Work#8;
X-7398;5.01.1979;SRP;RP;Work#2;
X-8326;3.01.1979;PCP;ID;Work#3;
X-955;2.01.1979;SRP;RP;Work#9;
X-5239;5.01.1979;PCP;RP;Work#7;
X-9655;3.01.1979;SRP;RP;Work#10;
X-968;1.01.1979;SRP;RP;Work#8;
X-6212;5.01.1979;PCP;ID;Work#10;
X-7454;2.01.1979;SRP;RP;Work#8;
X-5065;4.01.1979;PCP;RP;Work#8;
X-2826;2.01.1979;SRP;ID;Work#2;
X-1665;1.01.1979;SRP;RP;Work#8;
X-1188;2.01.1979;SRP;RP;Work#5;
X-6772;2.01.1979;SRP;ID;Work#5;
X-4233;3.01.1979;PCP;ID;Work#3;
X-7398;31.12.1978;SRP;RP;Work#8;
X-8326;31.12.1978;PCP;RP;Work#7;
X-6879;5.01.1979;PCP;RP;Work#4;
X-9505;30.12.1978;PCP;RP;Work#6;
X-1643;1.01.1979;PCP;ID;Work#5;
X-2212;30.12.1978;SRP;RP;Work#10;
X-9029;31.12.1978;SRP;RP;Work#7;
X-5239;30.12.1978;PCP;ID;Work#10;
X-4344;29.12.1978;PCP;RP;Work#7;
X-900;29.12.1978;ENJ;ID;Work#9;
X-520;29.12.1978;SRP;RP;Work#1;
X-6212;30.12.1978;PCP;RP;Work#6;
X-6772;30.12.1978;SRP;RP;Work#7;
X-7263;31.12.1978;PCP;ID;Work#7;
X-8919;28.12.1978;SRP;RP;Work#8;
X-2826;30.12.1978;SRP;RP;Work#2;
X-4032;28.12.1978;SRP;RP;Work#10;
X-6499;29.12.1978;PCP;RP;Work#2;
X-3819;29.12.1978;PCP;RP;Work#10;
X-4233;29.12.1978;PCP;RP;Work#10;
X-9386;28.12.1978;SRP;RP;Work#9;
X-2212;28.12.1978;SRP;RP;Work#7;
X-7292;27.12.1978;PCP;ID;Work#9;
X-9655;27.12.1978;SRP;GD;Work#4;
X-6772;27.12.1978;SRP;RP;Work#9;
X-520;27.12.1978;SRP;RP;Work#3;
X-6212;27.12.1978;PCP;RP;Work#2;
X-7127;26.12.1978;SRP;RP;Work#4;
X-4032;26.12.1978;SRP;RP;Work#9;
X-8003;26.12.1978;SRP;RP;Work#3;
X-4344;27.12.1978;PCP;RP;Work#1;
X-1643;27.12.1978;PCP;RP;Work#4;
X-7263;27.12.1978;PCP;RP;Work#9;
X-6464;27.12.1978;PCP;ID;Work#9;
X-3962;26.12.1978;SRP;RP;Work#2;
X-6212;25.12.1978;SRP;RP;Work#9;
X-4065;26.12.1978;SRP;ID;Work#2;
X-5239;27.12.1978;PCP;RP;Work#9;
X-9655;25.12.1978;SRP;RP;Work#8;
X-955;25.12.1978;SRP;RP;Work#3;
X-7837;25.12.1978;PCP;RP;Work#2;
X-4233;25.12.1978;PCP;RP;Work#7;
X-9749;25.12.1978;SRP;RP;Work#4;
X-7725;24.12.1978;PCP;ID;Work#3;
X-1643;23.12.1978;PCP;GD;Work#8;
X-4065;23.12.1978;SRP;RP;Work#5;
X-6772;24.12.1978;SRP;RP;Work#5;
X-4480;23.12.1978;SRP;RP;Work#8;
X-7129;28.12.1978;PCP;ID;Work#7;
X-9007;28.12.1978;PCP;ID;Work#3;
X-4190;22.12.1978;SRP;RP;Work#6;
X-968;22.12.1978;SRP;RP;Work#1;
X-1188;27.12.1978;SRP;ID;Work#1;
X-4032;24.12.1978;SRP;RP;Work#7;
X-10467;23.12.1978;SRP;RP;Work#9;
X-6464;24.12.1978;PCP;RP;Work#10;
X-6879;24.12.1978;PCP;RP;Work#8;
X-10440;28.12.1978;PCP;ID;Work#9;
X-4032;21.12.1978;SRP;RP;Work#9;
X-1643;21.12.1978;PCP;RP;Work#1;
X-5857;21.12.1978;PCP;RP;Work#7;
X-9007;20.12.1978;PCP;RP;Work#3;
X-7983;21.12.1978;PCP;RP;Work#3;
X-7398;20.12.1978;SRP;RP;Work#7;
X-8556;21.12.1978;SRP;RP;Work#8;
X-4190;20.12.1978;SRP;RP;Work#2;
X-8326;20.12.1978;PCP;RP;Work#6;
X-9749;20.12.1978;SRP;RP;Work#3;
X-1188;20.12.1978;SRP;RP;Work#4;
X-520;20.12.1978;SRP;RP;Work#1;
X-6499;24.12.1978;PCP;ID;Work#2;
X-4233;21.12.1978;PCP;RP;Work#10;
X-10440;19.12.1978;PCP;RP;Work#2;
X-4032;19.12.1978;SRP;RP;Work#5;
X-4932;19.12.1978;PCP;ID;Work#8;
X-8665;19.12.1978;SRP;RP;Work#10;
X-7454;19.12.1978;SRP;RP;Work#9;
X-4755;19.12.1978;PCP;RP;Work#2;
X-9312;19.12.1978;SRP;RP;Work#1;
X-968;20.12.1978;SRP;RP;Work#4;
X-5857;19.12.1978;PCP;RP;Work#7;
X-6212;19.12.1978;PCP;ID;Work#9;
X-7249;27.12.1978;PCP;ID;Work#4;
X-469;19.12.1978;SRP;RP;Work#9;
X-2392;18.12.1978;SRP;RP;Work#9;
X-3978;18.12.1978;SRP;RP;Work#7;
X-7129;20.12.1978;PCP;RP;Work#3;
X-1643;19.12.1978;PCP;RP;Work#1;
X-6499;18.12.1978;PCP;RP;Work#8;
X-1683;18.12.1978;PCP;RP;Work#4;
X-391;18.12.1978;PCP;RP;Work#8;
X-8237;17.12.1978;PCP;ID;Work#3;
X-8073;16.12.1978;SRP;RP;Work#5;
X-968;16.12.1978;SRP;RP;Work#8;
X-7140;19.12.1978;PCP;ID;Work#5;
X-7398;17.12.1978;SRP;RP;Work#10;
X-4233;17.12.1978;PCP;RP;Work#8;
X-4190;18.12.1978;SRP;RP;Work#5;
X-8556;18.12.1978;SRP;RP;Work#3;
X-7837;16.12.1978;PCP;RP;Work#10;
X-9007;18.12.1978;PCP;RP;Work#10;
X-5857;16.12.1978;PCP;RP;Work#1;
X-6212;16.12.1978;PCP;RP;Work#7;
X-1898;20.12.1978;PCP;RP;Work#1;
X-4241;15.12.1978;SRP;RP;Work#5;
X-3572;15.12.1978;SRP;RP;Work#8;
X-7249;16.12.1978;PCP;RP;Work#7;
X-5117;16.12.1978;SRP;RP;Work#2;
X-29;15.12.1978;SRP;RP;Work#3;
X-7454;16.12.1978;SRP;RP;Work#9;
X-9312;14.12.1978;SRP;RP;Work#10;
X-7398;14.12.1978;SRP;RP;Work#7;
X-7129;16.12.1978;SRP;RP;Work#6;
X-9749;16.12.1978;SRP;RP;Work#7;
X-4032;14.12.1978;SRP;RP;Work#4;
X-7860;12.12.1978;SRP;RP;Work#1;
X-391;13.12.1978;PCP;RP;Work#6;
X-8421;15.12.1978;SRP;RP;Work#7;
X-8003;12.12.1978;SRP;RP;Work#8;
X-6732;13.12.1978;SRP;RP;Work#3;
X-7879;12.12.1978;SRP;RP;Work#6;
X-7140;14.12.1978;PCP;RP;Work#10;
X-520;13.12.1978;SRP;RP;Work#9;
X-6713;13.12.1978;SRP;RP;Work#10;
X-8556;14.12.1978;SRP;RP;Work#7;
X-5842;11.12.1978;SRP;RP;Work#5;
X-3835;11.12.1978;SRP;RP;Work#8;
X-6772;14.12.1978;SRP;RP;Work#10;
X-9655;17.12.1978;SRP;RP;Work#5;
X-1751;9.12.1978;PCP;RP;Work#4;
X-6212;13.12.1978;PCP;RP;Work#5;
X-7720;12.12.1978;SRP;RP;Work#10;
X-6499;13.12.1978;PCP;RP;Work#5;
X-5059;13.12.1978;PCP;RP;Work#5;
X-6459;12.12.1978;PCP;RP;Work#7;
X-5065;29.12.1978;PCP;ID;Work#6;
X-8556;9.12.1978;SRP;RP;Work#4;
X-7140;9.12.1978;PCP;RP;Work#1;
X-1898;10.12.1978;PCP;ID;Work#7;
X-1802;8.12.1978;PCP;ID;Work#8;
X-9505;10.12.1978;PCP;ID;Work#1;
X-4755;12.12.1978;PCP;ID;Work#6;
X-307;7.12.1978;SRP;RP;Work#3;
X-1898;6.12.1978;PCP;RP;Work#8;
X-5065;7.12.1978;PCP;RP;Work#7;
X-8545;6.12.1978;PCP;RP;Work#2;
X-9617;5.12.1978;SRP;RP;Work#10;
X-9370;5.12.1978;SRP;RP;Work#10;
X-9505;5.12.1978;PCP;RP;Work#9;
X-7619;5.12.1978;SRP;RP;Work#9;
X-7146;5.12.1978;PCP;RP;Work#1;
X-8556;6.12.1978;SRP;RP;Work#4;
X-1802;5.12.1978;PCP;RP;Work#3;
X-6499;5.12.1978;PCP;RP;Work#4;
X-8919;7.12.1978;SRP;RP;Work#5;
X-1188;6.12.1978;SRP;RP;Work#6;
X-6464;6.12.1978;PCP;RP;Work#9;
X-955;6.12.1978;SRP;RP;Work#8;
X-391;7.12.1978;PCP;ID;Work#8;
X-3318;7.12.1978;PCP;ID;Work#8;
X-4241;6.12.1978;SRP;RP;Work#6;
X-4328;4.12.1978;SRP;RP;Work#5;
X-3835;4.12.1978;SRP;RP;Work#8;
X-1643;6.12.1978;PCP;RP;Work#8;
X-1056;3.12.1978;SRP;RP;Work#10;
X-4602;10.12.1978;SRP;RP;Work#2;
X-727;10.12.1978;PCP;ID;Work#8;
X-5842;3.12.1978;SRP;RP;Work#6;
X-8290;3.12.1978;SRP;RP;Work#3;
X-8556;2.12.1978;SRP;RP;Work#5;
X-1751;7.12.1978;PCP;RP;Work#6;
X-727;1.12.1978;PCP;RP;Work#9;
X-4338;1.12.1978;PCP;RP;Work#1;
X-1898;1.12.1978;PCP;RP;Work#2;
X-6112;3.12.1978;PCP;RP;Work#4;
X-8665;3.12.1978;SRP;RP;Work#9;
X-7398;8.12.1978;SRP;ID;Work#9;
X-4693;4.12.1978;PCP;ID;Work#2;
X-4602;1.12.1978;SRP;RP;Work#4;
X-5708;2.12.1978;PCP;ID;Work#2;
X-4896;1.12.1978;SRP;RP;Work#4;
X-1491;1.12.1978;SRP;RP;Work#3;
X-5308;1.12.1978;SRP;RP;Work#3;
X-4241;3.12.1978;SRP;RP;Work#2;
X-2212;3.12.1978;SRP;RP;Work#4;
X-7398;30.11.1978;SRP;ID;Work#4;
X-9312;30.11.1978;SRP;RP;Work#8;
X-7249;1.12.1978;PCP;RP;Work#6;
X-5545;1.12.1978;PCP;ID;Work#4;
X-1643;30.11.1978;PCP;GD;Work#2;
X-3254;12.12.1978;SRP;ID;Work#2;
X-1898;29.11.1978;PCP;RP;Work#8;
X-8217;29.11.1978;PCP;RP;Work#10;
X-1665;6.12.1978;SRP;ID;Work#6;
X-391;1.12.1978;PCP;RP;Work#5;
X-4602;29.11.1978;SRP;RP;Work#6;
X-6649;30.11.1978;SRP;RP;Work#5;
X-787;29.11.1978;SRP;RP;Work#9;
X-3318;2.12.1978;PCP;RP;Work#2;
X-4241;28.11.1978;SRP;RP;Work#4;
X-8290;30.11.1978;SRP;RP;Work#10;
X-2212;28.11.1978;SRP;RP;Work#7;
X-9370;29.11.1978;SRP;RP;Work#6;
X-5708;28.11.1978;PCP;RP;Work#1;
X-4693;29.11.1978;PCP;RP;Work#3;
X-4896;29.11.1978;SRP;RP;Work#5;
X-1491;29.11.1978;SRP;RP;Work#6;
X-6755;29.11.1978;SRP;RP;Work#4;
X-8665;29.11.1978;SRP;ID;Work#2;
X-7229;30.11.1978;SRP;RP;Work#4;
X-9312;28.11.1978;SRP;RP;Work#10;
X-469;28.11.1978;SRP;RP;Work#2;
X-1643;28.11.1978;PCP;RP;Work#8;
X-1111;30.11.1978;SRP;RP;Work#5;
X-9655;2.12.1978;SRP;RP;Work#4;
X-9009;11.12.1978;PCP;ID;Work#2;
X-5789;7.12.1978;PCP;RP;Work#1;
X-5545;28.11.1978;PCP;RP;Work#8;
X-7129;2.12.1978;PCP;RP;Work#10;
X-3978;27.11.1978;SRP;RP;Work#9;
X-3962;27.11.1978;SRP;RP;Work#5;
X-1665;27.11.1978;SRP;ID;Work#2;
X-9242;26.11.1978;PCP;RP;Work#10;
X-6112;28.11.1978;PCP;ID;Work#1;
X-1643;26.11.1978;PCP;RP;Work#4;
X-8029;27.11.1978;PCP;ID;Work#4;
X-787;26.11.1978;SRP;RP;Work#1;
X-4693;26.11.1978;PCP;RP;Work#7;
X-8665;26.11.1978;SRP;RP;Work#5;
X-3757;26.11.1978;PCP;ID;Work#8;
X-6112;25.11.1978;PCP;RP;Work#8;
X-7837;29.11.1978;PCP;ID;Work#9;
X-5789;25.11.1978;SRP;RP;Work#10;
X-9009;25.11.1978;PCP;RP;Work#1;
X-2212;26.11.1978;SRP;RP;Work#10;
X-9029;24.11.1978;SRP;RP;Work#9;
X-1683;26.11.1978;PCP;ID;Work#7;
